type,w_title,w_full,w_current,w_problem,w_proposal,w_article,precision_at_5,precision_at_10,ndcg_at_10,mrr,average_relevance,average_legal_meaning_score,num_evaluated_pairs,num_unlabeled_pairs,num_sources,objective_score,candidate_recall_objective,ranking_objective,w_raw,w_structured,w_problem_proposal,w_weighted_field,w_cleaned,w_hybrid
final_ensemble,,,,,,,0.352,0.2446,0.7983,0.6355,1.4135,35.42,728,22,75,0.5426,0.4468,0.6521,0.1,0.15,0.25,0.2,0.05,0.25
final_ensemble,,,,,,,0.352,0.2446,0.7967,0.6355,1.4176,35.49,728,22,75,0.5421,0.4474,0.6513,0.1,0.15,0.25,0.2,0.1,0.2
final_ensemble,,,,,,,0.3493,0.2446,0.7938,0.6355,1.419,35.46,728,22,75,0.5399,0.4469,0.6495,0.1,0.15,0.25,0.2,0.15,0.15
final_ensemble,,,,,,,0.3547,0.2357,0.7935,0.6174,1.3957,34.39,738,12,75,0.5389,0.4395,0.6441,0.1,0.15,0.3,0.0,0.0,0.45
final_ensemble,,,,,,,0.3547,0.2375,0.7926,0.6185,1.3984,34.44,738,12,75,0.5388,0.4409,0.6441,0.1,0.15,0.3,0.0,0.05,0.4
final_ensemble,,,,,,,0.3467,0.2361,0.7966,0.6281,1.3957,34.44,738,12,75,0.5379,0.4377,0.6476,0.1,0.15,0.3,0.0,0.1,0.35
final_ensemble,,,,,,,0.344,0.2348,0.7946,0.6348,1.3902,34.33,738,12,75,0.5373,0.4354,0.6485,0.1,0.15,0.3,0.0,0.15,0.3
final_ensemble,,,,,,,0.3387,0.2321,0.7966,0.6334,1.378,34.03,738,12,75,0.535,0.4306,0.6479,0.1,0.15,0.3,0.0,0.2,0.25
final_ensemble,,,,,,,0.3467,0.2353,0.8022,0.6329,1.3986,34.69,735,15,75,0.5406,0.4376,0.6518,0.1,0.15,0.3,0.05,0.0,0.4
final_ensemble,,,,,,,0.3493,0.2353,0.8037,0.6287,1.3981,34.7,736,14,75,0.5415,0.4382,0.6516,0.1,0.15,0.3,0.05,0.05,0.35
final_ensemble,,,,,,,0.3467,0.2353,0.8029,0.6273,1.394,34.62,736,14,75,0.5397,0.437,0.6502,0.1,0.15,0.3,0.05,0.1,0.3
final_ensemble,,,,,,,0.3413,0.2353,0.8025,0.6269,1.3954,34.59,736,14,75,0.5368,0.4358,0.6488,0.1,0.15,0.3,0.05,0.15,0.25
final_ensemble,,,,,,,0.344,0.2339,0.7982,0.6249,1.3927,34.5,736,14,75,0.5364,0.4352,0.6467,0.1,0.15,0.3,0.05,0.2,0.2
final_ensemble,,,,,,,0.3493,0.2385,0.8055,0.6328,1.4033,35.07,729,21,75,0.5429,0.4409,0.6538,0.1,0.15,0.3,0.1,0.0,0.35
final_ensemble,,,,,,,0.3467,0.2381,0.8053,0.6328,1.3967,34.89,731,19,75,0.5415,0.439,0.6532,0.1,0.15,0.3,0.1,0.05,0.3
final_ensemble,,,,,,,0.344,0.2381,0.8077,0.6332,1.3953,34.92,731,19,75,0.5409,0.4382,0.6539,0.1,0.15,0.3,0.1,0.1,0.25
final_ensemble,,,,,,,0.3413,0.2389,0.8028,0.6298,1.3948,34.84,732,18,75,0.5374,0.4379,0.6499,0.1,0.15,0.3,0.1,0.15,0.2
final_ensemble,,,,,,,0.3387,0.2389,0.8016,0.6298,1.3934,34.83,732,18,75,0.5358,0.437,0.6489,0.1,0.15,0.3,0.1,0.2,0.15
final_ensemble,,,,,,,0.3467,0.2393,0.8036,0.637,1.4008,35.19,731,19,75,0.5418,0.4404,0.6539,0.1,0.15,0.3,0.15,0.0,0.3
final_ensemble,,,,,,,0.3467,0.2419,0.8004,0.637,1.4049,35.25,731,19,75,0.5409,0.4425,0.6525,0.1,0.15,0.3,0.15,0.05,0.25
final_ensemble,,,,,,,0.3467,0.2446,0.8001,0.6341,1.4104,35.25,731,19,75,0.5402,0.445,0.6513,0.1,0.15,0.3,0.15,0.1,0.2
final_ensemble,,,,,,,0.3467,0.2446,0.7959,0.6348,1.4104,35.21,731,19,75,0.5391,0.445,0.6497,0.1,0.15,0.3,0.15,0.15,0.15
final_ensemble,,,,,,,0.352,0.241,0.7997,0.6377,1.4184,35.55,729,21,75,0.5434,0.4454,0.6535,0.1,0.15,0.3,0.2,0.0,0.25
final_ensemble,,,,,,,0.352,0.244,0.7952,0.6355,1.4225,35.52,729,21,75,0.5417,0.4478,0.6507,0.1,0.15,0.3,0.2,0.05,0.2
final_ensemble,,,,,,,0.3493,0.2454,0.7941,0.6358,1.4239,35.52,729,21,75,0.54,0.4482,0.6497,0.1,0.15,0.3,0.2,0.1,0.15
final_ensemble,,,,,,,0.3493,0.2447,0.792,0.6239,1.4228,35.26,738,12,75,0.537,0.4476,0.6446,0.1,0.2,0.1,0.0,0.15,0.45
final_ensemble,,,,,,,0.3547,0.245,0.7923,0.6243,1.4261,35.34,737,13,75,0.5399,0.4496,0.646,0.1,0.2,0.1,0.0,0.2,0.4
final_ensemble,,,,,,,0.36,0.2478,0.8025,0.637,1.4266,35.5,736,14,75,0.5481,0.4527,0.6561,0.1,0.2,0.1,0.05,0.1,0.45
final_ensemble,,,,,,,0.3573,0.2478,0.7982,0.6238,1.428,35.53,736,14,75,0.5429,0.4522,0.649,0.1,0.2,0.1,0.05,0.15,0.4
final_ensemble,,,,,,,0.3573,0.2465,0.7972,0.6254,1.4266,35.48,736,14,75,0.5429,0.4512,0.6491,0.1,0.2,0.1,0.05,0.2,0.35
final_ensemble,,,,,,,0.3653,0.2464,0.8073,0.6341,1.427,35.49,733,17,75,0.5517,0.4532,0.6583,0.1,0.2,0.1,0.1,0.05,0.45
final_ensemble,,,,,,,0.3653,0.2437,0.8084,0.633,1.4188,35.42,733,17,75,0.5518,0.4504,0.6584,0.1,0.2,0.1,0.1,0.1,0.4
final_ensemble,,,,,,,0.3627,0.2437,0.8076,0.6318,1.4188,35.42,733,17,75,0.55,0.4497,0.6571,0.1,0.2,0.1,0.1,0.15,0.35
final_ensemble,,,,,,,0.3573,0.2451,0.8033,0.623,1.4188,35.31,733,17,75,0.5442,0.4492,0.651,0.1,0.2,0.1,0.1,0.2,0.3
final_ensemble,,,,,,,0.368,0.2449,0.8121,0.6427,1.4276,35.71,732,18,75,0.5562,0.4531,0.664,0.1,0.2,0.1,0.15,0.0,0.45
final_ensemble,,,,,,,0.3627,0.2462,0.8094,0.6436,1.4297,35.75,733,17,75,0.5529,0.4528,0.662,0.1,0.2,0.1,0.15,0.05,0.4
final_ensemble,,,,,,,0.36,0.2462,0.8087,0.6437,1.4311,35.76,733,17,75,0.5514,0.4524,0.6612,0.1,0.2,0.1,0.15,0.1,0.35
final_ensemble,,,,,,,0.36,0.2462,0.8093,0.6482,1.4297,35.75,733,17,75,0.5524,0.4522,0.6631,0.1,0.2,0.1,0.15,0.15,0.3
final_ensemble,,,,,,,0.3547,0.2462,0.8035,0.6399,1.427,35.62,733,17,75,0.5464,0.4504,0.6565,0.1,0.2,0.1,0.15,0.2,0.25
final_ensemble,,,,,,,0.3627,0.2435,0.8119,0.6464,1.4276,35.91,732,18,75,0.5542,0.4509,0.6641,0.1,0.2,0.1,0.2,0.0,0.4
final_ensemble,,,,,,,0.36,0.2425,0.8114,0.6464,1.4213,35.76,731,19,75,0.5527,0.4487,0.6634,0.1,0.2,0.1,0.2,0.05,0.35
final_ensemble,,,,,,,0.3573,0.2428,0.8102,0.646,1.4219,35.69,730,20,75,0.5509,0.4483,0.6622,0.1,0.2,0.1,0.2,0.1,0.3
final_ensemble,,,,,,,0.3573,0.2423,0.8035,0.6438,1.4186,35.56,731,19,75,0.5485,0.4475,0.6584,0.1,0.2,0.1,0.2,0.15,0.25
final_ensemble,,,,,,,0.352,0.241,0.7984,0.636,1.4145,35.45,731,19,75,0.5427,0.4448,0.6523,0.1,0.2,0.1,0.2,0.2,0.2
final_ensemble,,,,,,,0.3547,0.2437,0.7918,0.6228,1.419,35.1,735,15,75,0.5394,0.4477,0.6452,0.1,0.2,0.15,0.0,0.1,0.45
final_ensemble,,,,,,,0.3493,0.2423,0.7916,0.625,1.4158,34.99,736,14,75,0.5371,0.4451,0.6448,0.1,0.2,0.15,0.0,0.15,0.4
final_ensemble,,,,,,,0.3493,0.2425,0.792,0.6314,1.415,34.91,735,15,75,0.5385,0.4451,0.6473,0.1,0.2,0.15,0.0,0.2,0.35
final_ensemble,,,,,,,0.3573,0.2432,0.7987,0.6312,1.4245,35.37,735,15,75,0.5445,0.4489,0.6518,0.1,0.2,0.15,0.05,0.05,0.45
final_ensemble,,,,,,,0.3573,0.2446,0.7972,0.6294,1.4272,35.41,735,15,75,0.5437,0.4502,0.6505,0.1,0.2,0.15,0.05,0.1,0.4
final_ensemble,,,,,,,0.3573,0.2425,0.7974,0.6319,1.4204,35.25,735,15,75,0.5443,0.4479,0.6515,0.1,0.2,0.15,0.05,0.15,0.35
final_ensemble,,,,,,,0.3573,0.2425,0.7997,0.6319,1.419,35.26,735,15,75,0.5449,0.4477,0.6525,0.1,0.2,0.15,0.05,0.2,0.3
final_ensemble,,,,,,,0.3627,0.2424,0.8083,0.6401,1.4194,35.34,732,18,75,0.5519,0.449,0.6603,0.1,0.2,0.15,0.1,0.0,0.45
final_ensemble,,,,,,,0.3627,0.2426,0.8073,0.6312,1.4186,35.33,731,19,75,0.5498,0.449,0.6567,0.1,0.2,0.15,0.1,0.05,0.4
final_ensemble,,,,,,,0.3627,0.2426,0.8062,0.6312,1.4167,35.38,732,18,75,0.5494,0.4487,0.6562,0.1,0.2,0.15,0.1,0.1,0.35
final_ensemble,,,,,,,0.352,0.2439,0.8039,0.6307,1.418,35.32,732,18,75,0.5433,0.447,0.6529,0.1,0.2,0.15,0.1,0.15,0.3
final_ensemble,,,,,,,0.3493,0.2439,0.8029,0.6285,1.4159,35.22,731,19,75,0.5412,0.4461,0.6511,0.1,0.2,0.15,0.1,0.2,0.25
final_ensemble,,,,,,,0.3653,0.2438,0.8086,0.644,1.4268,35.7,731,19,75,0.554,0.4516,0.6623,0.1,0.2,0.15,0.15,0.0,0.4
final_ensemble,,,,,,,0.36,0.2438,0.8075,0.6462,1.4268,35.71,731,19,75,0.5515,0.4503,0.6615,0.1,0.2,0.15,0.15,0.05,0.35
final_ensemble,,,,,,,0.36,0.2425,0.8058,0.6418,1.42,35.55,731,19,75,0.5501,0.4485,0.6592,0.1,0.2,0.15,0.15,0.1,0.3
final_ensemble,,,,,,,0.3573,0.2425,0.8052,0.6418,1.4159,35.32,731,19,75,0.5486,0.4472,0.6584,0.1,0.2,0.15,0.15,0.15,0.25
final_ensemble,,,,,,,0.3573,0.2425,0.8036,0.641,1.4104,35.08,731,19,75,0.5479,0.4464,0.6574,0.1,0.2,0.15,0.15,0.2,0.2
final_ensemble,,,,,,,0.3627,0.2397,0.8108,0.6467,1.4213,35.7,731,19,75,0.5539,0.4477,0.6637,0.1,0.2,0.15,0.2,0.0,0.35
final_ensemble,,,,,,,0.36,0.2379,0.8098,0.6467,1.4139,35.46,732,18,75,0.5523,0.4448,0.6628,0.1,0.2,0.15,0.2,0.05,0.3
final_ensemble,,,,,,,0.3573,0.2379,0.8044,0.6467,1.4126,35.32,732,18,75,0.5493,0.444,0.6598,0.1,0.2,0.15,0.2,0.1,0.25
final_ensemble,,,,,,,0.3573,0.2394,0.8,0.6415,1.4131,35.35,731,19,75,0.5469,0.4449,0.656,0.1,0.2,0.15,0.2,0.15,0.2
final_ensemble,,,,,,,0.3547,0.2401,0.794,0.6311,1.4178,35.45,730,20,75,0.5418,0.4454,0.6491,0.1,0.2,0.15,0.2,0.2,0.15
final_ensemble,,,,,,,0.3573,0.2423,0.7904,0.6246,1.4109,34.89,735,15,75,0.5407,0.4463,0.6457,0.1,0.2,0.2,0.0,0.05,0.45
final_ensemble,,,,,,,0.3547,0.2423,0.7923,0.6299,1.4103,34.79,736,14,75,0.541,0.4456,0.6479,0.1,0.2,0.2,0.0,0.1,0.4
final_ensemble,,,,,,,0.3547,0.2429,0.789,0.6299,1.4136,34.79,735,15,75,0.54,0.4465,0.6465,0.1,0.2,0.2,0.0,0.15,0.35
final_ensemble,,,,,,,0.3493,0.2429,0.788,0.6286,1.4109,34.81,735,15,75,0.5368,0.4447,0.6445,0.1,0.2,0.2,0.0,0.2,0.3
final_ensemble,,,,,,,0.36,0.2432,0.8003,0.6292,1.4204,35.22,735,15,75,0.5459,0.449,0.6524,0.1,0.2,0.2,0.05,0.0,0.45
final_ensemble,,,,,,,0.3573,0.2432,0.7983,0.6311,1.4237,35.28,734,16,75,0.5444,0.4488,0.6516,0.1,0.2,0.2,0.05,0.05,0.4
final_ensemble,,,,,,,0.352,0.242,0.7996,0.6313,1.421,35.21,734,16,75,0.5421,0.4464,0.6512,0.1,0.2,0.2,0.05,0.1,0.35
final_ensemble,,,,,,,0.352,0.242,0.7988,0.6313,1.4169,35.21,734,16,75,0.5419,0.4457,0.6508,0.1,0.2,0.2,0.05,0.15,0.3
final_ensemble,,,,,,,0.352,0.2407,0.7978,0.6306,1.4087,34.97,734,16,75,0.5415,0.4437,0.6501,0.1,0.2,0.2,0.05,0.2,0.25
final_ensemble,,,,,,,0.3627,0.2411,0.8044,0.637,1.4085,35.1,732,18,75,0.5501,0.4466,0.6575,0.1,0.2,0.2,0.1,0.0,0.4
final_ensemble,,,,,,,0.36,0.2437,0.8057,0.637,1.4147,35.24,733,17,75,0.5491,0.4484,0.6575,0.1,0.2,0.2,0.1,0.05,0.35
final_ensemble,,,,,,,0.3547,0.2439,0.804,0.637,1.4159,35.27,731,19,75,0.5459,0.4474,0.6557,0.1,0.2,0.2,0.1,0.1,0.3
final_ensemble,,,,,,,0.3493,0.2439,0.8024,0.6369,1.4131,35.1,731,19,75,0.5428,0.4456,0.6539,0.1,0.2,0.2,0.1,0.15,0.25
final_ensemble,,,,,,,0.3493,0.2439,0.8006,0.6373,1.4145,35.19,731,19,75,0.5423,0.4458,0.6532,0.1,0.2,0.2,0.1,0.2,0.2
final_ensemble,,,,,,,0.36,0.2385,0.8058,0.6395,1.4145,35.46,731,19,75,0.5496,0.4453,0.6584,0.1,0.2,0.2,0.15,0.0,0.35
final_ensemble,,,,,,,0.3573,0.2385,0.8054,0.6421,1.4118,35.34,731,19,75,0.5487,0.4442,0.6586,0.1,0.2,0.2,0.15,0.05,0.3
final_ensemble,,,,,,,0.3573,0.2385,0.8054,0.6421,1.4049,35.01,731,19,75,0.5487,0.4432,0.6586,0.1,0.2,0.2,0.15,0.1,0.25
final_ensemble,,,,,,,0.3547,0.2396,0.8033,0.6421,1.4,34.84,730,20,75,0.5468,0.4424,0.6572,0.1,0.2,0.2,0.15,0.15,0.2
final_ensemble,,,,,,,0.352,0.2409,0.8019,0.6421,1.4014,34.83,730,20,75,0.545,0.4427,0.656,0.1,0.2,0.2,0.15,0.2,0.15
final_ensemble,,,,,,,0.3547,0.236,0.8034,0.6396,1.4025,35.15,733,17,75,0.5463,0.4406,0.6563,0.1,0.2,0.2,0.2,0.0,0.3
final_ensemble,,,,,,,0.352,0.2374,0.8011,0.6433,1.4052,35.14,733,17,75,0.545,0.4412,0.6561,0.1,0.2,0.2,0.2,0.05,0.25
final_ensemble,,,,,,,0.352,0.2382,0.7985,0.6411,1.4118,35.39,731,19,75,0.5438,0.4427,0.6541,0.1,0.2,0.2,0.2,0.1,0.2
final_ensemble,,,,,,,0.352,0.2376,0.7979,0.6389,1.4041,35.18,730,20,75,0.5432,0.4412,0.6531,0.1,0.2,0.2,0.2,0.15,0.15
final_ensemble,,,,,,,0.3573,0.2398,0.7892,0.6235,1.4008,34.51,736,14,75,0.5401,0.4433,0.6448,0.1,0.2,0.25,0.0,0.0,0.45
final_ensemble,,,,,,,0.352,0.2398,0.7886,0.6288,1.3976,34.46,737,13,75,0.5383,0.4415,0.6454,0.1,0.2,0.25,0.0,0.05,0.4
final_ensemble,,,,,,,0.352,0.2409,0.7868,0.6279,1.4038,34.55,733,17,75,0.5376,0.4431,0.6442,0.1,0.2,0.25,0.0,0.1,0.35
final_ensemble,,,,,,,0.3467,0.2394,0.7866,0.6279,1.4025,34.55,733,17,75,0.5349,0.4407,0.6431,0.1,0.2,0.25,0.0,0.15,0.3
final_ensemble,,,,,,,0.3467,0.238,0.7883,0.6301,1.3984,34.48,733,17,75,0.5359,0.4392,0.6446,0.1,0.2,0.25,0.0,0.2,0.25
final_ensemble,,,,,,,0.3493,0.2407,0.7985,0.6311,1.4079,34.94,733,17,75,0.5404,0.4429,0.6501,0.1,0.2,0.25,0.05,0.0,0.4
final_ensemble,,,,,,,0.3493,0.2394,0.7996,0.6237,1.406,34.95,734,16,75,0.5393,0.4419,0.648,0.1,0.2,0.25,0.05,0.05,0.35
final_ensemble,,,,,,,0.3493,0.2394,0.7979,0.6293,1.4005,34.76,734,16,75,0.5399,0.441,0.6492,0.1,0.2,0.25,0.05,0.1,0.3
final_ensemble,,,,,,,0.3467,0.238,0.7961,0.6293,1.3951,34.65,734,16,75,0.538,0.4387,0.6478,0.1,0.2,0.25,0.05,0.15,0.25
final_ensemble,,,,,,,0.3493,0.2382,0.7922,0.6282,1.3943,34.57,733,17,75,0.5379,0.4394,0.6462,0.1,0.2,0.25,0.05,0.2,0.2
final_ensemble,,,,,,,0.3573,0.2397,0.8045,0.6368,1.403,35.01,732,18,75,0.5474,0.4436,0.6564,0.1,0.2,0.25,0.1,0.0,0.35
final_ensemble,,,,,,,0.352,0.2397,0.8033,0.6368,1.403,34.99,732,18,75,0.5444,0.4423,0.6548,0.1,0.2,0.25,0.1,0.05,0.3
final_ensemble,,,,,,,0.3493,0.2397,0.8021,0.6376,1.4003,34.89,732,18,75,0.5428,0.4412,0.654,0.1,0.2,0.25,0.1,0.1,0.25
final_ensemble,,,,,,,0.3467,0.2411,0.7989,0.6372,1.4016,34.85,732,18,75,0.5405,0.4416,0.6519,0.1,0.2,0.25,0.1,0.15,0.2
final_ensemble,,,,,,,0.3467,0.2412,0.7943,0.6372,1.3995,34.81,731,19,75,0.5391,0.4413,0.6498,0.1,0.2,0.25,0.1,0.2,0.15
final_ensemble,,,,,,,0.352,0.2391,0.8039,0.6415,1.403,35.04,732,18,75,0.5455,0.4419,0.6567,0.1,0.2,0.25,0.15,0.0,0.3
final_ensemble,,,,,,,0.352,0.2391,0.8039,0.6415,1.3975,34.84,732,18,75,0.5455,0.4411,0.6567,0.1,0.2,0.25,0.15,0.05,0.25
final_ensemble,,,,,,,0.352,0.2394,0.8029,0.6415,1.3953,34.75,731,19,75,0.5452,0.4409,0.6562,0.1,0.2,0.25,0.15,0.1,0.2
final_ensemble,,,,,,,0.3493,0.2394,0.8006,0.6415,1.3959,34.72,730,20,75,0.5431,0.4403,0.6547,0.1,0.2,0.25,0.15,0.15,0.15
final_ensemble,,,,,,,0.344,0.2374,0.8025,0.6431,1.4077,35.26,731,19,75,0.5414,0.4396,0.655,0.1,0.2,0.25,0.2,0.0,0.25
final_ensemble,,,,,,,0.344,0.2375,0.8012,0.6409,1.4055,35.25,730,20,75,0.5405,0.4393,0.6537,0.1,0.2,0.25,0.2,0.05,0.2
final_ensemble,,,,,,,0.344,0.2387,0.7983,0.6389,1.4036,35.21,731,19,75,0.5393,0.4398,0.6516,0.1,0.2,0.25,0.2,0.1,0.15
final_ensemble,,,,,,,0.352,0.2376,0.7895,0.6279,1.3954,34.36,736,14,75,0.5384,0.4399,0.6454,0.1,0.2,0.3,0.0,0.0,0.4
final_ensemble,,,,,,,0.3493,0.2376,0.7874,0.6279,1.3946,34.37,735,15,75,0.5364,0.4391,0.644,0.1,0.2,0.3,0.0,0.05,0.35
final_ensemble,,,,,,,0.344,0.2377,0.7884,0.6286,1.3937,34.37,734,16,75,0.5342,0.4377,0.6436,0.1,0.2,0.3,0.0,0.1,0.3
final_ensemble,,,,,,,0.344,0.2364,0.7876,0.6301,1.3937,34.37,734,16,75,0.5343,0.4369,0.6438,0.1,0.2,0.3,0.0,0.15,0.25
final_ensemble,,,,,,,0.344,0.2364,0.7842,0.6213,1.3924,34.35,734,16,75,0.5315,0.4367,0.6391,0.1,0.2,0.3,0.0,0.2,0.2
final_ensemble,,,,,,,0.3467,0.238,0.7969,0.6229,1.4025,34.83,733,17,75,0.537,0.4398,0.646,0.1,0.2,0.3,0.05,0.0,0.35
final_ensemble,,,,,,,0.3493,0.238,0.7974,0.6296,1.3984,34.68,733,17,75,0.5398,0.4399,0.6491,0.1,0.2,0.3,0.05,0.05,0.3
final_ensemble,,,,,,,0.344,0.2367,0.7939,0.6291,1.3956,34.64,733,17,75,0.536,0.4374,0.6462,0.1,0.2,0.3,0.05,0.1,0.25
final_ensemble,,,,,,,0.3413,0.2367,0.7889,0.6269,1.3929,34.51,733,17,75,0.5327,0.4363,0.6427,0.1,0.2,0.3,0.05,0.15,0.2
final_ensemble,,,,,,,0.3387,0.2355,0.7856,0.6269,1.3921,34.52,732,18,75,0.5304,0.4348,0.6407,0.1,0.2,0.3,0.05,0.2,0.15
final_ensemble,,,,,,,0.3467,0.2375,0.8078,0.6363,1.3907,34.58,732,18,75,0.543,0.4378,0.6556,0.1,0.2,0.3,0.1,0.0,0.3
final_ensemble,,,,,,,0.3413,0.2375,0.8045,0.6363,1.3893,34.54,732,18,75,0.5393,0.4362,0.653,0.1,0.2,0.3,0.1,0.05,0.25
final_ensemble,,,,,,,0.3387,0.2379,0.8039,0.6358,1.3871,34.51,731,19,75,0.5377,0.4355,0.652,0.1,0.2,0.3,0.1,0.1,0.2
final_ensemble,,,,,,,0.336,0.2379,0.7988,0.6354,1.3885,34.53,731,19,75,0.5347,0.435,0.6491,0.1,0.2,0.3,0.1,0.15,0.15
final_ensemble,,,,,,,0.3467,0.2375,0.8071,0.639,1.3921,34.69,732,18,75,0.5433,0.438,0.6562,0.1,0.2,0.3,0.15,0.0,0.25
final_ensemble,,,,,,,0.344,0.2373,0.8067,0.639,1.3893,34.54,732,18,75,0.5418,0.4368,0.6555,0.1,0.2,0.3,0.15,0.05,0.2
final_ensemble,,,,,,,0.344,0.2373,0.8031,0.6395,1.3893,34.54,732,18,75,0.5408,0.4368,0.654,0.1,0.2,0.3,0.15,0.1,0.15
final_ensemble,,,,,,,0.344,0.2361,0.8042,0.6396,1.4082,35.32,730,20,75,0.5412,0.4389,0.6545,0.1,0.2,0.3,0.2,0.0,0.2
final_ensemble,,,,,,,0.344,0.2364,0.8,0.6379,1.4088,35.34,729,21,75,0.5396,0.4392,0.6521,0.1,0.2,0.3,0.2,0.05,0.15
final_ensemble,,,,,,,0.352,0.2424,0.794,0.6295,1.4185,35.1,736,14,75,0.5401,0.4462,0.648,0.1,0.25,0.1,0.0,0.1,0.45
final_ensemble,,,,,,,0.352,0.2437,0.7932,0.6295,1.4226,35.14,736,14,75,0.5399,0.4476,0.6477,0.1,0.25,0.1,0.0,0.15,0.4
final_ensemble,,,,,,,0.3467,0.2451,0.7915,0.6297,1.4231,35.2,735,15,75,0.5367,0.4472,0.6459,0.1,0.25,0.1,0.0,0.2,0.35
final_ensemble,,,,,,,0.3627,0.245,0.8042,0.6374,1.4259,35.39,735,15,75,0.5501,0.4516,0.6575,0.1,0.25,0.1,0.05,0.05,0.45
final_ensemble,,,,,,,0.36,0.2453,0.8011,0.6304,1.4231,35.29,735,15,75,0.5464,0.4506,0.6531,0.1,0.25,0.1,0.05,0.1,0.4
final_ensemble,,,,,,,0.36,0.2453,0.7987,0.6237,1.419,35.14,735,15,75,0.5444,0.45,0.6497,0.1,0.25,0.1,0.05,0.15,0.35
final_ensemble,,,,,,,0.3573,0.2442,0.8007,0.6237,1.4183,35.14,734,16,75,0.5436,0.4486,0.6501,0.1,0.25,0.1,0.05,0.2,0.3
final_ensemble,,,,,,,0.368,0.2426,0.8078,0.6371,1.427,35.63,733,17,75,0.5538,0.4516,0.6601,0.1,0.25,0.1,0.1,0.0,0.45
final_ensemble,,,,,,,0.368,0.2413,0.808,0.632,1.4229,35.42,733,17,75,0.5528,0.4502,0.6584,0.1,0.25,0.1,0.1,0.05,0.4
final_ensemble,,,,,,,0.368,0.2428,0.8067,0.634,1.4262,35.52,732,18,75,0.5528,0.4516,0.6585,0.1,0.25,0.1,0.1,0.1,0.35
final_ensemble,,,,,,,0.3627,0.2428,0.8028,0.634,1.4235,35.37,732,18,75,0.549,0.4499,0.6557,0.1,0.25,0.1,0.1,0.15,0.3
final_ensemble,,,,,,,0.3573,0.2431,0.798,0.6268,1.4241,35.37,731,19,75,0.5434,0.4488,0.6499,0.1,0.25,0.1,0.1,0.2,0.25
final_ensemble,,,,,,,0.36,0.2411,0.8129,0.6454,1.4202,35.43,733,17,75,0.5529,0.4477,0.6637,0.1,0.25,0.1,0.15,0.0,0.4
final_ensemble,,,,,,,0.3573,0.2425,0.8107,0.6454,1.4216,35.45,733,17,75,0.5509,0.4481,0.6622,0.1,0.25,0.1,0.15,0.05,0.35
final_ensemble,,,,,,,0.3573,0.2438,0.8102,0.6454,1.4229,35.44,733,17,75,0.5508,0.449,0.6619,0.1,0.25,0.1,0.15,0.1,0.3
final_ensemble,,,,,,,0.352,0.2441,0.8077,0.6471,1.4241,35.45,731,19,75,0.5477,0.4481,0.6603,0.1,0.25,0.1,0.15,0.15,0.25
final_ensemble,,,,,,,0.3493,0.2441,0.8007,0.632,1.4213,35.35,731,19,75,0.5413,0.447,0.6514,0.1,0.25,0.1,0.15,0.2,0.2
final_ensemble,,,,,,,0.36,0.2447,0.8116,0.6489,1.4237,35.53,734,16,75,0.5533,0.4504,0.6643,0.1,0.25,0.1,0.2,0.0,0.35
final_ensemble,,,,,,,0.3573,0.246,0.8063,0.648,1.436,35.77,734,16,75,0.5501,0.4523,0.6611,0.1,0.25,0.1,0.2,0.05,0.3
final_ensemble,,,,,,,0.3573,0.2433,0.8085,0.648,1.4237,35.48,734,16,75,0.5508,0.4489,0.6621,0.1,0.25,0.1,0.2,0.1,0.25
final_ensemble,,,,,,,0.352,0.2407,0.8074,0.6396,1.4147,35.3,733,17,75,0.5461,0.4446,0.6576,0.1,0.25,0.1,0.2,0.15,0.2
final_ensemble,,,,,,,0.352,0.241,0.803,0.6396,1.4159,35.37,731,19,75,0.5448,0.445,0.6556,0.1,0.25,0.1,0.2,0.2,0.15
final_ensemble,,,,,,,0.352,0.2399,0.7944,0.63,1.4134,34.87,733,17,75,0.5403,0.4439,0.6484,0.1,0.25,0.15,0.0,0.05,0.45
final_ensemble,,,,,,,0.352,0.2412,0.7937,0.6301,1.4161,34.91,733,17,75,0.5401,0.4451,0.6481,0.1,0.25,0.15,0.0,0.1,0.4
final_ensemble,,,,,,,0.352,0.2439,0.7928,0.6301,1.4249,35.15,732,18,75,0.5399,0.4481,0.6477,0.1,0.25,0.15,0.0,0.15,0.35
final_ensemble,,,,,,,0.3467,0.2439,0.7921,0.6301,1.4194,35.03,732,18,75,0.537,0.4459,0.6463,0.1,0.25,0.15,0.0,0.2,0.3
final_ensemble,,,,,,,0.36,0.2413,0.8033,0.638,1.4229,35.21,733,17,75,0.5486,0.4482,0.6568,0.1,0.25,0.15,0.05,0.0,0.45
final_ensemble,,,,,,,0.36,0.2426,0.798,0.6246,1.4202,35.19,733,17,75,0.5443,0.4486,0.6497,0.1,0.25,0.15,0.05,0.05,0.4
final_ensemble,,,,,,,0.36,0.2414,0.7981,0.624,1.418,35.08,732,18,75,0.5442,0.4475,0.6495,0.1,0.25,0.15,0.05,0.1,0.35
final_ensemble,,,,,,,0.3547,0.2414,0.8009,0.6257,1.4167,35.04,732,18,75,0.5428,0.446,0.6503,0.1,0.25,0.15,0.05,0.15,0.3
final_ensemble,,,,,,,0.3547,0.2418,0.7958,0.6257,1.4172,35.06,731,19,75,0.5412,0.4463,0.648,0.1,0.25,0.15,0.05,0.2,0.25
